"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"zidovudine"	"random"	"10"	1.97945863822133e-12	0	7459.07038352563	0.0243894280560764	2.25240128033163e-06	1.07508662706702	6.83385309125033	8.26636802826316e-12	1.07259643312186	6.81647686234044	9.33002453315286e-12	-228296.783338116	-235755.853721641	-7459.07038352563
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"valproate"	"random"	"10"	0.0753068951850031	0	7473.06747316147	-0.00429737060494277	1.30557885729646e-06	-0.766990994323977	-1.8736776603962	0.0609748668194416	-0.770575024491608	-1.87871670102465	0.0602831861597852	-712053.185144852	-719526.252618013	-7473.0674731615
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"terbinafine"	"random"	"10"	2.74905827943921e-26	-26.111844557221	7434.40512767556	0.0205735512151963	8.44566567997649e-07	0.968117165983582	10.2764484671418	8.99824749791135e-25	0.958566631900329	10.1667741669437	2.78995747446063e-24	-345385.070091376	-352819.475219051	-7434.40512767556
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"tenofovir"	"random"	"10"	6.06632205529631e-09	0	7466.84033848438	0.0537676087099464	2.77733112232849e-05	1.64008873067172	5.49906792508595	3.81804048470731e-08	1.64274557253166	5.50759728532725	3.63764390634301e-08	-212146.076246138	-219612.916584623	-7466.84033848438
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"tamoxifen"	"random"	"10"	3.50874629456888e-13	-5.03652476353454	7456.78655686017	0.0148019622355673	8.07352571583755e-07	0.77201947448482	7.1718311249845	7.40011935019469e-13	0.74044058954066	6.86924274142086	6.45435985768144e-12	-353774.750134711	-361231.536691571	-7456.7865568602
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"sulindac"	"random"	"10"	2.08790868397263e-25	0	7431.26474229776	0.051134636689884	7.59133953289687e-06	1.61736885805883	9.52500595558852	1.65032458902231e-21	1.52806354655419	8.98061137147896	2.69266339309724e-19	-645807.74756304	-653239.012305338	-7431.26474229782
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"stavudine"	"random"	"10"	4.31687017823409e-07	0	7464.81326119101	0.0620885545401856	3.19435649226982e-05	1.76794138346363	4.81959254646094	1.43851711258143e-06	1.12533245741406	2.84693251038722	0.00441427196975864	-381327.657668942	-388792.470930133	-7464.81326119101
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"rifampin"	"random"	"10"	8.60937046480323e-19	-14.2739714951604	7444.47530451216	0.0147105769112718	1.22952027240167e-06	0.778119744589692	8.69583496557936	3.44288551802646e-18	0.748304808209031	8.3436541716537	7.20294308034663e-17	-265003.189350935	-272447.664655447	-7444.47530451219
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"ramipril"	"random"	"10"	1.86841573841714e-21	0	7440.21517205119	0.0119367617653486	4.90724960184637e-07	0.669378790465107	9.38526468918069	6.27586098303407e-21	0.669618899122946	9.38746099205956	6.14639931257176e-21	-271481.181199998	-278921.39637205	-7440.21517205116
"liver_failure,_acute"	"random"	"1"	"liver_failure,_acute"	"quinapril"	"random"	"10"	2.12953013906179e-12	-12.6831505255541	7455.68670929756	0.0118586467185269	8.75678741403729e-07	0.645213020913486	6.96739609240892	3.22860740851002e-12	0.64196337434781	6.93180040814261	4.15517947540036e-12	-280534.255222574	-287989.941931871	-7455.68670929759
